Mosquito,Latitude,Longitude,Population,Phylodiversity,Temperature,Precipitation,Leaf Index High Veg,Leaf Index Low Veg,Maximum Temperature,Minimum Temperature,Maximum 10 Meter U Wind,Minimum 10 Meter U Wind,Maximum 10 Meter V Wind,Minimum 10 Meter V Wind,Maximum Leaf Area Index High Vegetation,Minimum Leaf Area Index High Vegetation,Maximum Leaf Area Index Low Vegetation,Minimum Leaf Area Index Low Vegetation,Maximum Skin Reservoir Content,Minimum Skin Reservoir Content,Maximum Snow Depth,Minimum Snow Depth,keys,EvergreenDeciduousNeedleleafTrees,EvergreenBroadleafTrees,DeciduousBroadleafTrees,MixedOtherTrees,Shrubs,HerbaceousVegetation,CultivatedandManagedVegetation,RegularlyFloodedVegetation,UrbanBuilt-up,SnowIce,Barren,OpenWater,Timing
2.0,39.855983,-88.933746,49567.0,0.501094165,286.5697937,0.002812773,2.017200708,1.466284275,6.691422939,-3.705408096,5.652882099,-5.19990015,298.948761,275.2354736,2.05771327,1.998793125,1.595592976,1.401842713,0.000308005,0.0,0.0,0.0,261,0,0,0,29,0,2,0,0,68,0,0,0,10
2.0,39.855983,-88.933746,49567.0,0.501094165,296.2382507,0.002669523,2.137415171,1.846904278,4.841904163,-3.553548336,6.21219492,-3.390947342,301.1004639,289.3840942,2.261589527,2.061423302,2.240743637,1.606911659,0.000399286,-2.91e-11,-7.35e-24,-7.35e-24,262,0,0,0,29,0,2,0,0,68,0,0,0,21
2.0,39.855983,-88.933746,49567.0,0.501094165,296.6430054,0.001221269,2.405423403,2.69664669,3.991558552,-3.713008881,5.690364361,-4.410755157,302.324707,288.1424561,2.488518238,2.272078276,2.957760096,2.27406621,0.000531292,0.0,-7.35e-24,-7.35e-24,263,0,0,0,29,0,2,0,0,68,0,0,0,32
3.0,39.855983,-88.933746,49567.0,0.501094165,293.3709412,0.00174069,2.137415171,1.846904278,5.0833354,-4.61702013,6.11889267,-4.411122322,299.8395996,284.0688782,2.261589527,2.061423302,2.240743637,1.606911659,0.000362511,0.0,-7.35e-24,-7.35e-24,264,0,0,0,29,0,2,0,0,68,0,0,0,33
1.0,39.855983,-88.933746,49567.0,0.501094165,297.7392578,0.003557239,2.405423403,2.69664669,4.086447239,-3.1607337,4.910298347,-2.983807325,301.6011353,290.0328979,2.488518238,2.272078276,2.957760096,2.27406621,0.000514656,-2.91e-11,-7.35e-24,-7.35e-24,265,0,0,0,29,0,2,0,0,68,0,0,0,44
1.0,39.855983,-88.933746,49567.0,0.501094165,294.83255,0.001796022,2.137415171,1.846904278,4.207558632,-3.288425446,5.722081184,-6.133677006,300.0335083,285.961853,2.261589527,2.061423302,2.240743637,1.606911659,0.00039554,0.0,-7.35e-24,-7.35e-24,266,0,0,0,29,0,2,0,0,68,0,0,0,45
2.0,39.855983,-88.933746,49567.0,0.501094165,296.6885986,0.002318942,2.405423403,2.69664669,6.736508369,-3.123937368,5.234576225,-3.722806215,301.3910217,291.7105103,2.488518238,2.272078276,2.957760096,2.27406621,0.00052631,0.0,-7.35e-24,-7.35e-24,267,0,0,0,29,0,2,0,0,68,0,0,0,56
1.0,39.855983,-88.933746,49567.0,0.501094165,293.1056824,0.001895969,2.137415171,1.846904278,5.395529747,-3.641601086,4.818737984,-5.763714314,300.7559509,282.5514526,2.261589527,2.061423302,2.240743637,1.606911659,0.000406689,0.0,-7.35e-24,-7.35e-24,268,0,0,0,29,0,2,0,0,68,0,0,0,57
1.0,39.277475,-89.876125,50488.0,0.136752347,296.9545593,0.002117297,1.946305037,2.255395412,3.90536499,-2.744582415,5.168197155,-3.551889896,300.9335327,289.7210083,2.124537468,1.837398529,2.49365139,2.109373093,0.000396882,-2.91e-11,-7.35e-24,-7.35e-24,269,0,0,0,0,0,9,18,0,73,0,0,0,21
4.0,39.277475,-89.876125,50488.0,0.136752347,286.3715515,0.003724548,1.773202896,2.023303986,6.708659649,-3.565191746,6.85174942,-4.469416618,300.1448364,272.6338196,1.832309484,1.743015766,2.102535486,1.98364222,0.000341598,0.0,0.012695178,0.0,270,0,0,0,0,0,9,18,0,73,0,0,0,22
3.0,39.277475,-89.876125,50488.0,0.136752347,293.6852417,0.001426632,1.946305037,2.255395412,4.504983425,-3.089705944,4.848464489,-4.12400341,299.8746338,286.2420654,2.124537468,1.837398529,2.49365139,2.109373093,0.000403402,0.0,-7.35e-24,-7.35e-24,271,0,0,0,0,0,9,18,0,73,0,0,0,33
1.0,39.277475,-89.876125,50488.0,0.136752347,297.6466675,0.004611608,2.562221289,3.078627348,3.247959852,-3.295968294,4.40760088,-2.742532969,301.8880005,289.7042847,2.64572072,2.456073284,3.190303564,2.936525822,0.000534918,0.0,-7.35e-24,-7.35e-24,272,0,0,0,0,0,9,18,0,73,0,0,0,43
5.0,39.277475,-89.876125,50488.0,0.136752347,297.4601746,0.002031347,2.256737232,2.670035362,4.203351498,-3.979986668,4.804732323,-5.051683903,302.8557434,287.5546265,2.442509174,2.09239912,2.918457031,2.45055294,0.000479335,0.0,-7.35e-24,-7.35e-24,273,0,0,0,0,0,9,18,0,73,0,0,0,54
5.0,39.277475,-89.876125,50488.0,0.136752347,298.8292542,0.005117687,2.562221289,3.078627348,3.016881466,-4.154918671,5.075302601,-4.092113972,304.6591797,292.1314392,2.64572072,2.456073284,3.190303564,2.936525822,0.000533009,0.0,-7.35e-24,-7.35e-24,274,0,0,0,0,0,9,18,0,73,0,0,0,55
4.0,39.277475,-89.876125,50488.0,0.136752347,297.2633057,0.002709546,2.343126059,2.785652637,4.260838032,-3.207924128,4.3741045,-3.123024702,301.8325806,291.5484009,2.50001955,2.139543772,2.99537611,2.513684034,0.000498749,0.0,-7.35e-24,-7.35e-24,275,0,0,0,0,0,9,18,0,73,0,0,0,56
1.0,38.790835,-89.988605,271793.0,1.130800657,296.7086487,0.00390957,1.469827771,2.515156507,5.306260586,-2.896767855,4.564746857,-2.015081882,303.2082825,288.7980042,1.649776459,1.348404646,2.523416042,2.50940752,0.000316166,2.91e-11,0.0,0.0,276,0,0,13,0,0,2,85,0,0,0,0,0,5
1.0,38.790835,-89.988605,271793.0,1.130800657,299.6332703,0.004394654,1.877112865,2.53481245,3.5887146,-2.467864037,3.502420902,-3.747508526,304.5227966,293.0397034,2.112804413,1.663559794,2.547748804,2.524070978,0.000396431,0.0,-7.35e-24,-7.35e-24,277,0,0,13,0,0,2,85,0,0,0,0,0,6
5.0,38.790835,-89.988605,271793.0,1.130800657,299.3963623,0.00265487,2.286344767,2.557744503,3.856044769,-2.851611614,3.489962578,-4.414166451,304.7190247,292.5388489,2.368396521,2.129879951,2.562135458,2.548727989,0.000448908,-2.91e-11,-7.35e-24,-7.35e-24,278,0,0,13,0,0,2,85,0,0,0,0,0,7
2.0,38.790835,-89.988605,271793.0,1.130800657,298.7560425,0.003323664,2.11875844,2.549176455,3.748238564,-2.560971737,4.403523445,-3.667552948,302.2494507,292.0856323,2.274162531,1.844447494,2.55723691,2.534923077,0.000419522,0.0,-7.35e-24,-7.35e-24,279,0,0,13,0,0,2,85,0,0,0,0,0,8
7.0,38.790835,-89.988605,271793.0,1.130800657,296.4454651,0.00390957,1.534883142,2.518331766,3.835015297,-4.206759453,3.862561464,-4.50453949,301.9555054,288.9371338,1.82253468,1.301843166,2.533673763,2.505230904,0.000332983,0.0,-7.35e-24,-7.35e-24,280,0,0,13,0,0,2,85,0,0,0,0,0,9
4.0,38.790835,-89.988605,271793.0,1.130800657,288.2241516,0.002676303,1.112997174,2.494643688,4.788835526,-2.694580555,4.429305553,-3.741942644,299.5682373,277.5774841,1.287716985,1.000576496,2.50453186,2.489029884,0.000242267,0.0,0.0,0.0,281,0,0,13,0,0,2,85,0,0,0,0,0,10
7.0,38.790835,-89.988605,271793.0,1.130800657,298.5004578,0.006409787,2.11875844,2.549176455,2.861008883,-3.508126497,3.286390781,-2.892269135,301.6482239,292.812561,2.274162531,1.844447494,2.55723691,2.534923077,0.000422354,0.0,-7.35e-24,-7.35e-24,282,0,0,13,0,0,2,85,0,0,0,0,0,20
1.0,38.790835,-89.988605,271793.0,1.130800657,298.7712097,0.003363687,2.286344767,2.557744503,2.416097879,-2.758901119,3.632190943,-2.861320496,302.8041077,292.8943176,2.368396521,2.129879951,2.562135458,2.548727989,0.000447954,0.0,-7.35e-24,-7.35e-24,283,0,0,13,0,0,2,85,0,0,0,0,0,43
2.0,38.790835,-89.988605,271793.0,1.130800657,299.4419556,0.002203029,2.11875844,2.549176455,2.544512749,-1.987773299,3.948918343,-2.567730188,303.2060242,292.3143311,2.274162531,1.844447494,2.55723691,2.534923077,0.000425189,-2.91e-11,-7.35e-24,-7.35e-24,284,0,0,13,0,0,2,85,0,0,0,0,0,44
1.0,38.627537,-88.959448,46648.0,0.407517154,299.5835571,0.00267499,2.312626362,1.19e-07,2.568747759,-2.150885344,4.274105549,-3.432519197,303.3165588,294.0994568,2.384606361,2.15024209,0.0,0.0,0.000447605,2.91e-11,-7.35e-24,-7.35e-24,285,0,0,0,0,0,6,66,0,28,0,0,0,19
1.0,38.627537,-88.959448,46648.0,0.407517154,298.4417419,0.004869897,2.191762924,1.19e-07,2.683367491,-3.675097704,3.090165138,-2.40363884,301.528595,293.6722107,2.325107574,1.925187826,0.0,0.0,0.000425425,0.0,-7.35e-24,-7.35e-24,286,0,0,0,0,0,6,66,0,28,0,0,0,20
1.0,41.022897,-89.40633,11718.0,0.165584474,297.3109741,0.003552209,3.901938438,2.520650148,3.643160343,-3.675228596,5.806660652,-4.514363766,301.8119202,289.9336243,3.984840393,3.733664989,2.672388554,2.214955091,0.000564687,0.0,-7.35e-24,-7.35e-24,287,4,0,0,3,0,16,77,0,0,0,0,0,8
1.0,41.022897,-89.40633,11718.0,0.165584474,295.1620483,0.005833284,3.547379017,1.876589775,5.443632126,-3.263360977,5.920793056,-4.278263569,300.6216736,289.4252625,3.719693661,3.425999403,2.189693451,1.65456152,0.000484046,-2.91e-11,-7.35e-24,-7.35e-24,288,4,0,0,3,0,16,77,0,0,0,0,0,21
2.0,37.149639,-88.687354,14935.0,0.884924394,299.459198,0.003848771,2.873059034,2.805913448,2.007344723,-2.754683018,3.002117634,-3.116091013,302.7966919,293.3942566,2.927357197,2.76501894,2.808595181,2.801758051,0.000539743,2.91e-11,-7.35e-24,-7.35e-24,289,8,0,92,0,0,0,0,0,0,0,0,0,19
2.0,37.149639,-88.687354,14935.0,0.884924394,299.1055603,0.004043198,2.873059034,2.805913448,2.04844141,-2.124770641,2.841423035,-2.869156122,303.5206604,292.7557983,2.927357197,2.76501894,2.808595181,2.801758051,0.000538414,0.0,-7.35e-24,-7.35e-24,290,8,0,92,0,0,0,0,0,0,0,0,0,43
5.0,40.470149,-90.683114,32001.0,0.377131551,297.9886169,0.003639691,3.043971062,2.607287407,3.18171978,-4.167337418,5.684497833,-6.957620621,302.2437134,290.2907715,3.151268959,2.861112833,2.809188843,2.258661509,0.000490159,0.0,-7.35e-24,-7.35e-24,291,0,0,7,9,0,2,42,0,39,0,0,0,8
1.0,40.470149,-90.683114,32001.0,0.377131551,297.4871216,0.004994995,3.043971062,2.607287407,3.345175266,-2.283174038,4.626002312,-2.673382521,302.0499268,291.1200867,3.151268959,2.861112833,2.809188843,2.258661509,0.000540615,-2.91e-11,-7.35e-24,-7.35e-24,292,0,0,7,9,0,2,42,0,39,0,0,0,44
1.0,40.470149,-90.683114,32001.0,0.377131551,294.6923523,0.0015771,2.672701597,1.899924994,4.0122118,-2.821336269,5.317445278,-6.038974762,299.1839294,285.588623,2.846538544,2.563439608,2.23081851,1.695778608,0.000444021,0.0,-7.35e-24,-7.35e-24,293,0,0,7,9,0,2,42,0,39,0,0,0,45
1.0,40.470149,-90.683114,32001.0,0.377131551,288.5888672,0.00482725,2.496598244,1.569452882,5.245253563,-4.490704536,4.647537231,-5.251185894,296.5270386,278.8963013,2.558229923,2.464140415,1.686043262,1.500478387,0.000378223,0.0,-7.35e-24,-7.35e-24,294,0,0,7,9,0,2,42,0,39,0,0,0,46
1.0,42.309548,-88.435344,333345.0,1.151349402,293.6161499,0.005438525,2.144796848,2.783838272,4.638066292,-4.617342949,3.892008781,-3.951892376,302.6761475,284.0850525,2.23754859,2.053984642,2.849859715,2.72304225,0.000421378,0.0,-7.35e-24,-7.35e-24,295,0,0,0,7,0,6,0,0,86,0,0,0,6
4.0,42.309548,-88.435344,333345.0,1.151349402,295.8300171,0.002676521,2.309706211,2.903789997,3.136565685,-3.963173866,5.193403721,-6.104060173,301.3772583,288.2095032,2.334379673,2.243987799,2.92103529,2.85463953,0.000437644,-2.91e-11,-7.35e-24,-7.35e-24,296,0,0,0,7,0,6,0,0,86,0,0,0,7
10.0,42.309548,-88.435344,333345.0,1.151349402,295.7581787,0.005498887,2.276529551,2.885847569,3.958632946,-3.731809616,5.894465446,-3.723428726,300.6503906,289.005249,2.323255062,2.168798447,2.916356564,2.811645508,0.000435622,0.0,-7.35e-24,-7.35e-24,297,0,0,0,7,0,6,0,0,86,0,0,0,8
2.0,42.309548,-88.435344,333345.0,1.151349402,292.0723267,0.003673152,2.030260563,2.717763901,6.9505229,-5.392354012,5.813035011,-2.811471462,299.9093933,282.9651489,2.159753323,1.90440011,2.805283308,2.637106895,0.000405784,0.0,-7.35e-24,-7.35e-24,298,0,0,0,7,0,6,0,0,86,0,0,0,9
2.0,42.309548,-88.435344,333345.0,1.151349402,294.5997925,0.002982706,2.276529551,2.885847569,5.503712654,-4.142848015,4.076966286,-3.013975382,300.4810181,287.5467224,2.323255062,2.168798447,2.916356564,2.811645508,0.000430918,0.0,-7.35e-24,-7.35e-24,299,0,0,0,7,0,6,0,0,86,0,0,0,20
1.0,42.309548,-88.435344,333345.0,1.151349402,293.1602478,0.005539566,2.030260563,2.717763901,5.04613018,-4.290241241,4.960380554,-3.924910545,298.5173645,287.0078735,2.159753323,1.90440011,2.805283308,2.637106895,0.000396519,-2.91e-11,-7.35e-24,-7.35e-24,300,0,0,0,7,0,6,0,0,86,0,0,0,21
8.0,42.309548,-88.435344,333345.0,1.151349402,296.1408386,0.001035372,2.276529551,2.885847569,3.753413677,-3.087464809,4.129043102,-3.932350636,302.1816406,289.597168,2.323255062,2.168798447,2.916356564,2.811645508,0.000400009,0.0,-7.35e-24,-7.35e-24,302,0,0,0,7,0,6,0,0,86,0,0,0,32
5.0,42.309548,-88.435344,333345.0,1.151349402,290.6341858,0.004196509,2.030260563,2.717763901,5.369519711,-4.400304317,5.742415428,-3.812713623,298.1954651,281.3167419,2.159753323,1.90440011,2.805283308,2.637106895,0.000405792,0.0,-7.35e-24,-7.35e-24,303,0,0,0,7,0,6,0,0,86,0,0,0,33
4.0,42.309548,-88.435344,333345.0,1.151349402,296.1366882,0.001277477,2.309706211,2.903789997,5.428668499,-4.225666046,5.435943604,-3.68593812,301.989502,287.8898926,2.334379673,2.243987799,2.92103529,2.85463953,0.000434429,0.0,-7.35e-24,-7.35e-24,304,0,0,0,7,0,6,0,0,86,0,0,0,43
15.0,42.309548,-88.435344,333345.0,1.151349402,297.2902527,0.002266453,2.276529551,2.885847569,4.487997532,-1.885613084,5.054008007,-4.09344101,302.0675964,290.5495911,2.323255062,2.168798447,2.916356564,2.811645508,0.00040632,-2.91e-11,-7.35e-24,-7.35e-24,305,0,0,0,7,0,6,0,0,86,0,0,0,44
15.0,42.309548,-88.435344,333345.0,1.151349402,293.3778381,0.001736972,2.030260563,2.717763901,4.565950871,-3.638357639,5.77686739,-5.613989353,299.7218933,285.9547119,2.159753323,1.90440011,2.805283308,2.637106895,0.000256902,0.0,-7.35e-24,-7.35e-24,306,0,0,0,7,0,6,0,0,86,0,0,0,45
1.0,42.309548,-88.435344,333345.0,1.151349402,287.653595,0.00427568,1.786830425,2.562734127,4.744538307,-7.909762383,4.59114933,-6.707499504,295.8102417,277.52771,1.895873189,1.709216595,2.631839037,2.511482477,0.000370202,0.0,-7.35e-24,-7.35e-24,307,0,0,0,7,0,6,0,0,86,0,0,0,46
1.0,42.309548,-88.435344,333345.0,1.151349402,296.1968079,0.002811461,2.309706211,2.903789997,5.631151199,-3.261890411,4.867312431,-3.290505886,301.0613708,288.9920349,2.334379673,2.243987799,2.92103529,2.85463953,0.000438187,0.0,-7.35e-24,-7.35e-24,308,0,0,0,7,0,6,0,0,86,0,0,0,55
11.0,42.309548,-88.435344,333345.0,1.151349402,295.374115,0.002916001,2.276529551,2.885847569,5.833528519,-3.518384218,4.659173489,-3.733333349,300.6313477,289.3342896,2.323255062,2.168798447,2.916356564,2.811645508,0.000435745,0.0,-7.35e-24,-7.35e-24,309,0,0,0,7,0,6,0,0,86,0,0,0,56
3.0,42.309548,-88.435344,333345.0,1.151349402,291.5418396,0.001285349,2.030260563,2.717763901,5.276805401,-3.265750885,3.748627424,-5.040021896,298.5153198,282.0589905,2.159753323,1.90440011,2.805283308,2.637106895,0.000399175,0.0,-7.35e-24,-7.35e-24,310,0,0,0,7,0,6,0,0,86,0,0,0,57
1.0,40.475777,-88.969912,170792.0,1.280333589,296.9227905,0.006073421,2.481429338,2.233874798,4.585856915,-4.736391544,5.418893337,-4.720578671,302.4779358,287.9446106,2.656226635,2.364027739,2.612205029,1.974122882,0.000443672,0.0,-7.35e-24,-7.35e-24,311,0,0,6,3,0,13,6,0,73,0,0,0,6
1.0,40.475777,-88.969912,170792.0,1.280333589,296.9372864,0.002394613,2.80954504,2.940531731,7.097943783,-4.892744541,5.462135792,-6.601829052,303.0490112,289.5057068,2.866909504,2.670394897,3.064830303,2.642472506,0.00054342,-2.91e-11,-7.35e-24,-7.35e-24,312,0,0,6,3,0,13,6,0,73,0,0,0,7
1.0,40.475777,-88.969912,170792.0,1.280333589,297.0899353,0.004260589,2.743516207,2.792255163,4.471424103,-4.110756874,6.441421509,-3.720305443,301.3999329,289.9704285,2.829001904,2.572037458,2.979255199,2.421255589,0.000512721,0.0,-7.35e-24,-7.35e-24,313,0,0,6,3,0,13,6,0,73,0,0,0,8
1.0,40.475777,-88.969912,170792.0,1.280333589,297.2564087,0.000766586,2.743516207,2.792255163,4.414513588,-3.408712387,5.488193035,-4.758478165,303.1607666,287.7966309,2.829001904,2.572037458,2.979255199,2.421255589,0.000530091,0.0,-7.35e-24,-7.35e-24,315,0,0,6,3,0,13,6,0,73,0,0,0,32
1.0,40.475777,-88.969912,170792.0,1.280333589,292.776886,0.002033971,2.387334585,2.022447109,5.356889248,-4.972673416,6.306399345,-4.643308163,299.3475647,283.0004578,2.55795145,2.276224613,2.390769958,1.782945395,0.000404036,0.0,-7.35e-24,-7.35e-24,316,0,0,6,3,0,13,6,0,73,0,0,0,33
1.0,40.475777,-88.969912,170792.0,1.280333589,296.375,0.006107976,2.80954504,2.940531731,3.910925865,-5.616221428,5.205577374,-3.782786131,300.8066406,289.4934082,2.866909504,2.670394897,3.064830303,2.642472506,0.000542645,0.0,-7.35e-24,-7.35e-24,317,0,0,6,3,0,13,6,0,73,0,0,0,43
4.0,40.475777,-88.969912,170792.0,1.280333589,297.1569519,0.004154737,2.743516207,2.792255163,4.316030979,-3.23297739,5.234639645,-3.510365009,300.9837646,290.7901306,2.829001904,2.572037458,2.979255199,2.421255589,0.000519036,-2.91e-11,-7.35e-24,-7.35e-24,318,0,0,6,3,0,13,6,0,73,0,0,0,44
3.0,40.475777,-88.969912,170792.0,1.280333589,292.8894958,0.001402793,2.387334585,2.022447109,5.590013981,-4.305734158,5.043321609,-5.667010307,300.3104248,281.9301147,2.55795145,2.276224613,2.390769958,1.782945395,0.000423222,0.0,-7.35e-24,-7.35e-24,320,0,0,6,3,0,13,6,0,73,0,0,0,57
1.0,40.014288,-89.845331,7445.0,0.990077547,298.0355835,0.003261334,4.874036312,2.37706089,3.738016129,-3.558977127,6.097491741,-4.247826576,302.2633057,291.2460327,4.925396919,4.799191475,2.658212185,1.957168818,0.000506104,0.0,-7.35e-24,-7.35e-24,321,0,2,0,9,0,6,59,0,23,0,0,0,8
2.0,40.014288,-89.845331,7445.0,0.990077547,295.252533,0.002664711,4.726404667,1.546016932,5.230770111,-4.787828922,5.428362846,-4.12497139,301.975708,286.8634033,4.79347229,4.687596321,1.924930334,1.324090362,0.000407007,0.0,-7.35e-24,-7.35e-24,322,0,2,0,9,0,6,59,0,23,0,0,0,9
3.0,40.014288,-89.845331,7445.0,0.990077547,294.9852295,0.004477106,4.814821243,2.045530319,4.38147068,-4.707112789,5.285016537,-6.076860428,301.8078918,284.819519,4.885844231,4.758704662,2.435303688,1.739245176,0.000478569,0.0,-7.35e-24,-7.35e-24,323,0,2,0,9,0,6,59,0,23,0,0,0,18
3.0,41.199441,-90.74633,14860.0,-0.240403708,297.4588013,0.002198873,2.615757942,3.103877544,6.131220341,-4.557805061,5.442918301,-5.348900795,302.7386169,292.0133362,2.69626689,2.406006575,3.184587955,2.909070015,0.000531254,-2.91e-11,-7.35e-24,-7.35e-24,324,0,0,0,9,0,13,76,0,2,0,0,0,7
2.0,41.199441,-90.74633,14860.0,-0.240403708,296.598114,0.002277607,2.524258852,2.994862556,4.288772583,-3.716624498,3.888218403,-3.139033794,301.6275635,290.9198608,2.656405926,2.232402802,3.130487442,2.714354992,0.000481122,0.0,-7.35e-24,-7.35e-24,326,0,0,0,9,0,13,76,0,2,0,0,0,20
1.0,41.199441,-90.74633,14860.0,-0.240403708,295.4431763,0.006443029,1.908667088,2.410778284,5.490445614,-3.266098499,5.014137745,-4.853527546,300.6551208,289.3048096,2.207850933,1.706291914,2.69114399,2.229118347,0.000451858,-2.91e-11,-7.35e-24,-7.35e-24,327,0,0,0,9,0,13,76,0,2,0,0,0,21
1.0,41.199441,-90.74633,14860.0,-0.240403708,294.6999512,0.001136631,1.908667088,2.410778284,4.267034531,-3.349439144,5.071298122,-5.786957741,299.2862244,286.3171997,2.207850933,1.706291914,2.69114399,2.229118347,0.000371518,0.0,-7.35e-24,-7.35e-24,329,0,0,0,9,0,13,76,0,2,0,0,0,45
1.0,41.199441,-90.74633,14860.0,-0.240403708,297.8974304,0.001573819,2.615757942,3.103877544,4.755092621,-3.50394392,4.600725651,-3.170145988,303.6729431,292.1419678,2.69626689,2.406006575,3.184587955,2.909070015,0.00052336,0.0,-7.35e-24,-7.35e-24,330,0,0,0,9,0,13,76,0,2,0,0,0,55
2.0,38.341214,-90.152716,31926.0,1.050488377,299.4502258,0.003109554,2.045915842,1.927140951,3.039655209,-1.976177454,3.163479805,-3.648912907,304.0892639,292.5374146,2.226065636,1.88479495,1.928959608,1.926377535,0.000414915,0.0,-7.35e-24,-7.35e-24,331,0,0,0,0,0,12,70,0,18,0,0,0,6
2.0,38.341214,-90.152716,31926.0,1.050488377,299.675415,0.001689951,2.353184462,1.930920839,3.337605,-2.678861141,3.068119049,-4.43275404,304.3420105,292.8804932,2.422455788,2.239276409,1.931403399,1.929053068,0.000439672,-2.91e-11,-7.35e-24,-7.35e-24,332,0,0,0,0,0,12,70,0,18,0,0,0,7
3.0,38.341214,-90.152716,31926.0,1.050488377,298.7325439,0.003672277,2.185192585,1.930769682,3.462007523,-2.036531448,4.077293396,-3.340281725,302.6656189,292.2540283,2.325802326,1.953516483,1.931374907,1.928815961,0.000425549,0.0,-7.35e-24,-7.35e-24,333,0,0,0,0,0,12,70,0,18,0,0,0,8
5.0,38.341214,-90.152716,31926.0,1.050488377,296.3812256,0.004862024,1.675782204,1.926384926,3.11540246,-2.186777353,3.445992708,-4.009824753,301.5215149,288.478363,1.935194969,1.426851749,1.928698301,1.923965454,0.0003472,0.0,-7.35e-24,-7.35e-24,334,0,0,0,0,0,12,70,0,18,0,0,0,9
1.0,38.341214,-90.152716,31926.0,1.050488377,296.2582703,0.004545997,2.045915842,1.927140951,3.987852097,-2.56647706,4.277110577,-5.066016197,301.567627,288.1650391,2.226065636,1.88479495,1.928959608,1.926377535,0.000405576,0.0,-7.35e-24,-7.35e-24,335,0,0,0,0,0,12,70,0,18,0,0,0,18
4.0,38.341214,-90.152716,31926.0,1.050488377,299.5952759,0.001765185,2.353184462,1.930920839,2.493109703,-2.785872221,3.183189869,-3.705322504,303.1136169,293.8240356,2.422455788,2.239276409,1.931403399,1.929053068,0.000449861,2.91e-11,-7.35e-24,-7.35e-24,336,0,0,0,0,0,12,70,0,18,0,0,0,19
1.0,39.174875,-89.472213,29733.0,0.386196021,299.0516663,0.00451691,2.064734936,2.796135902,4.057451725,-4.098690987,3.472153187,-4.533576488,304.6187744,292.5223389,2.366175652,1.80978322,2.942134857,2.672130108,0.000464706,0.0,-7.35e-24,-7.35e-24,337,0,0,5,23,0,0,67,0,0,0,0,5,6
2.0,39.174875,-89.472213,29733.0,0.386196021,298.0922241,0.003526621,2.228995323,2.876120567,4.011885166,-2.697668552,4.985532284,-3.558231354,301.559967,291.1347961,2.469838381,1.928584337,2.992817402,2.72950387,0.000476813,0.0,-7.35e-24,-7.35e-24,338,0,0,5,23,0,0,67,0,0,0,0,5,8
3.0,39.174875,-89.472213,29733.0,0.386196021,295.5841064,0.004865741,1.63708961,2.588740349,4.915216446,-5.079927444,4.481673241,-5.093668938,301.6698303,287.9586792,1.906763077,1.450786352,2.718851566,2.502428055,0.000380512,0.0,-7.35e-24,-7.35e-24,339,0,0,5,23,0,0,67,0,0,0,0,5,9
1.0,39.174875,-89.472213,29733.0,0.386196021,297.4712219,0.006232855,2.228995323,2.876120567,3.286079168,-3.760746241,3.694571257,-3.390955687,301.1919556,291.6250305,2.469838381,1.928584337,2.992817402,2.72950387,0.000457978,0.0,-7.35e-24,-7.35e-24,340,0,0,5,23,0,0,67,0,0,0,0,5,20
5.0,39.174875,-89.472213,29733.0,0.386196021,297.8317871,0.005061262,2.56643939,3.039063454,3.190545559,-3.10750556,3.990747452,-2.955034256,302.1947021,289.7766418,2.702016115,2.388519049,3.10473156,2.952977657,0.000527263,0.0,-7.35e-24,-7.35e-24,341,0,0,5,23,0,0,67,0,0,0,0,5,43
1.0,39.174875,-89.472213,29733.0,0.386196021,295.563385,0.00163265,1.63708961,2.588740349,3.141098499,-2.227604866,4.89167738,-4.070189476,299.9864807,286.0847778,1.906763077,1.450786352,2.718851566,2.502428055,0.000396782,0.0,-7.35e-24,-7.35e-24,342,0,0,5,23,0,0,67,0,0,0,0,5,45
1.0,39.174875,-89.472213,29733.0,0.386196021,297.3392944,0.002528897,2.228995323,2.876120567,3.998197317,-2.862995386,4.226721764,-2.824103594,301.6060791,292.1129456,2.469838381,1.928584337,2.992817402,2.72950387,0.000485597,0.0,-7.35e-24,-7.35e-24,343,0,0,5,23,0,0,67,0,0,0,0,5,56
1.0,39.174875,-89.472213,29733.0,0.386196021,293.6410217,0.001260199,1.63708961,2.588740349,3.736016512,-2.540615559,4.043512344,-4.550773621,301.1191406,284.2426453,1.906763077,1.450786352,2.718851566,2.502428055,0.000391096,0.0,-7.35e-24,-7.35e-24,344,0,0,5,23,0,0,67,0,0,0,0,5,57
1.0,39.729151,-90.232201,35155.0,0.917060692,298.0700989,0.003227435,3.513391256,2.968856335,5.845126152,-3.130916595,4.246697426,-5.468932152,303.6759338,290.4841919,3.560819149,3.448148727,3.133682966,2.744496346,0.000568239,-2.91e-11,-7.35e-24,-7.35e-24,345,0,0,0,8,0,3,0,0,89,0,0,0,7
1.0,42.012703,-89.335773,51152.0,0.609942034,296.1781311,0.004161298,2.319602489,2.809945583,3.621288776,-5.333420277,6.175925732,-4.942974567,300.2225037,289.9641724,2.429699659,2.106429338,2.901003122,2.632674217,0.000477108,0.0,-7.35e-24,-7.35e-24,350,0,0,0,0,0,9,61,0,30,0,0,0,8
